"","Treatment","Trial","Rep_per_trial","Date_before","Time_before","Date_after","Time_after","Trial_Temp","Tank","Kelp_ID","kelp color","Kelp_weight_before_g","length before cm","Kelp_weight_after_g","avg_pyc_position","avg_dist_from_pyc","pyc_pcnt_activity","pyc_avg_dist_moved","weight_diff","weight_pcnt_change","up_down","up_down_ratio","pos_weight_pcnt_change"
"102","Active","6","1","7/26/23",15:00:00,"7/29/23",17:21:00,12.6,1,6,"Red",32.4835,20,27.3237,1.53846153846154,5.16666666666667,16.6666666666667,0.583333333333333,5.1598,15.884372065818,"Down",0.0909090909090909,15.884372065818
"103","Active","6","1","7/26/23",15:00:00,"7/29/23",17:21:00,12.6,1,7,"Red",33.1642,20,33.3104,1.53846153846154,5.16666666666667,16.6666666666667,0.583333333333333,-0.1462,-0.440836805953409,"Down",0.0909090909090909,1e-05
"104","Active","6","1","7/26/23",15:00:00,"7/29/23",17:21:00,12.6,1,8,"Red",31.8796,20,28.7152,1.53846153846154,5.16666666666667,16.6666666666667,0.583333333333333,3.1644,9.92609693973576,"Down",0.0909090909090909,9.92609693973576
"105","Active","6","1","7/26/23",15:00:00,"7/29/23",17:21:00,12.6,1,9,"Red",30.4439,20,22.6894,1.53846153846154,5.16666666666667,16.6666666666667,0.583333333333333,7.7545,25.4714409126295,"Down",0.0909090909090909,25.4714409126295
"106","Active","6","1","7/26/23",15:00:00,"7/29/23",17:21:00,12.6,1,10,"Red",29.6836,20,27.0838,1.53846153846154,5.16666666666667,16.6666666666667,0.583333333333333,2.5998,8.75837162608308,"Down",0.0909090909090909,8.75837162608308
"107","Active","6","1","7/26/23",15:00:00,"7/29/23",17:21:00,12.6,1,11,"Red",28.5825,20,20.567,1.53846153846154,5.16666666666667,16.6666666666667,0.583333333333333,8.0155,28.0433831890143,"Down",0.0909090909090909,28.0433831890143
"108","Active","6","1","7/26/23",15:00:00,"7/29/23",17:21:00,12.6,1,12,"Red",30.7017,20,18.1255,1.53846153846154,5.16666666666667,16.6666666666667,0.583333333333333,12.5762,40.962552562236,"Down",0.0909090909090909,40.962552562236
"109","Active","7","1","7/30/23",17:21:00,"8/2/23",17:21:00,12.1,2,1,"Blue",33.4603,20,26.8699,4.54545454545454,4.78787878787879,40,2.1,6.5904,19.6961772608135,"Up",0.5,19.6961772608135
"110","Active","7","1","7/30/23",17:21:00,"8/2/23",17:21:00,12.1,2,2,"Blue",23.4634,20,22.9067,4.54545454545454,4.78787878787879,40,2.1,0.556699999999999,2.37263141744163,"Up",0.5,2.37263141744163
"111","Active","7","1","7/30/23",17:21:00,"8/2/23",17:21:00,12.1,2,3,"Blue",34.4078,20,13.6995,4.54545454545454,4.78787878787879,40,2.1,20.7083,60.1848999354797,"Up",0.5,60.1848999354797
"112","Active","7","1","7/30/23",17:21:00,"8/2/23",17:21:00,12.1,2,4,"Blue",30.9665,20,22.6338,4.54545454545454,4.78787878787879,40,2.1,8.3327,26.9087562365782,"Up",0.5,26.9087562365782
"113","Active","7","1","7/30/23",17:21:00,"8/2/23",17:21:00,12.1,2,5,"Blue",32.5604,20,28.5751,4.54545454545454,4.78787878787879,40,2.1,3.9853,12.2397144998219,"Down",0.5,12.2397144998219
"114","Active","7","1","7/30/23",17:21:00,"8/2/23",17:21:00,12.1,2,6,"Blue",30.2009,20,27.7798,4.54545454545454,4.78787878787879,40,2.1,2.4211,8.01664851047485,"Down",0.5,8.01664851047485
"115","Active","7","1","7/30/23",17:21:00,"8/2/23",17:21:00,12.1,2,7,"Blue",21.9688,20,18.446,4.54545454545454,4.78787878787879,40,2.1,3.5228,16.0354684825753,"Down",0.5,16.0354684825753
"116","Active","7","1","7/30/23",17:21:00,"8/2/23",17:21:00,12.1,2,8,"Blue",18.085,20,17.7554,4.54545454545454,4.78787878787879,40,2.1,0.329599999999999,1.82250483826375,"Down",0.5,1.82250483826375
"117","Active","7","1","7/30/23",17:21:00,"8/2/23",17:21:00,12.1,2,9,"Blue",35.907,20,31.919,4.54545454545454,4.78787878787879,40,2.1,3.988,11.1064694906286,"Down",0.5,11.1064694906286
"118","Active","7","1","7/30/23",17:21:00,"8/2/23",17:21:00,12.1,2,10,"Blue",34.371,20,26.809,4.54545454545454,4.78787878787879,40,2.1,7.562,22.0011055831951,"Down",0.5,22.0011055831951
"119","Active","7","1","7/30/23",17:21:00,"8/2/23",17:21:00,12.1,2,11,"Blue",34.2204,20,31.5626,4.54545454545454,4.78787878787879,40,2.1,2.6578,7.7667122535096,"Down",0.5,7.7667122535096
"120","Active","7","1","7/30/23",17:21:00,"8/2/23",17:21:00,12.1,2,12,"Blue",16.1698,20,13.5654,4.54545454545454,4.78787878787879,40,2.1,2.6044,16.1065690361043,"Down",0.5,16.1065690361043
"121","Active","8","1","8/9/23",13:30:00,"8/13/23",17:00:00,NA,1,1,"Red",21.5772,20,21.0149,3.13888888888889,4.72222222222222,54.5454545454545,2.87878787878788,0.5623,2.60599150955639,"Up",0.333333333333333,2.60599150955639
"122","Active","8","1","8/9/23",13:30:00,"8/13/23",17:00:00,NA,1,2,"Red",16.8889,20,15.5561,3.13888888888889,4.72222222222222,54.5454545454545,2.87878787878788,1.3328,7.89157375554358,"Up",0.333333333333333,7.89157375554358
"123","Active","8","1","8/9/23",13:30:00,"8/13/23",17:00:00,NA,1,3,"Red",22.0331,20,21.6237,3.13888888888889,4.72222222222222,54.5454545454545,2.87878787878788,0.409400000000002,1.85811347472667,"Up",0.333333333333333,1.85811347472667
"124","Active","8","1","8/9/23",13:30:00,"8/13/23",17:00:00,NA,1,4,"Red",19.9987,20,18.6594,3.13888888888889,4.72222222222222,54.5454545454545,2.87878787878788,1.3393,6.69693530079454,"Down",0.333333333333333,6.69693530079454
"125","Active","8","1","8/9/23",13:30:00,"8/13/23",17:00:00,NA,1,5,"Red",26.5517,20,22.609,3.13888888888889,4.72222222222222,54.5454545454545,2.87878787878788,3.9427,14.8491433693511,"Down",0.333333333333333,14.8491433693511
"126","Active","8","1","8/9/23",13:30:00,"8/13/23",17:00:00,NA,1,6,"Red",24.1545,20,23.2536,3.13888888888889,4.72222222222222,54.5454545454545,2.87878787878788,0.9009,3.72973980003726,"Down",0.333333333333333,3.72973980003726
"127","Active","8","1","8/9/23",13:30:00,"8/13/23",17:00:00,NA,1,7,"Red",22.6263,20,22.2762,3.13888888888889,4.72222222222222,54.5454545454545,2.87878787878788,0.350100000000001,1.54731440845388,"Down",0.333333333333333,1.54731440845388
"128","Active","8","1","8/9/23",13:30:00,"8/13/23",17:00:00,NA,1,8,"Red",27.3996,20,27.2934,3.13888888888889,4.72222222222222,54.5454545454545,2.87878787878788,0.106200000000001,0.387596899224811,"Down",0.333333333333333,0.387596899224811
"129","Active","8","1","8/9/23",13:30:00,"8/13/23",17:00:00,NA,1,9,"Red",19.3054,20,19.4896,3.13888888888889,4.72222222222222,54.5454545454545,2.87878787878788,-0.184200000000001,-0.954137184414726,"Down",0.333333333333333,1e-05
"130","Active","8","1","8/9/23",13:30:00,"8/13/23",17:00:00,NA,1,10,"Red",26.3998,20,25.2579,3.13888888888889,4.72222222222222,54.5454545454545,2.87878787878788,1.1419,4.32541155614815,"Down",0.333333333333333,4.32541155614815
"131","Active","8","1","8/9/23",13:30:00,"8/13/23",17:00:00,NA,1,11,"Red",32.3997,20,29.7159,3.13888888888889,4.72222222222222,54.5454545454545,2.87878787878788,2.6838,8.28341003157437,"Down",0.333333333333333,8.28341003157437
"132","Active","8","1","8/9/23",13:30:00,"8/13/23",17:00:00,NA,1,12,"Red",18.8853,20,15.9675,3.13888888888889,4.72222222222222,54.5454545454545,2.87878787878788,2.9178,15.4501119918667,"Down",0.333333333333333,15.4501119918667
"133","Active","9","1","8/13/23",14:00:00,"8/16/23",17:00:00,NA,4,1,"Black",25.9625,20,17.58,3.77777777777778,4.55555555555555,50,2,8.3825,32.2869523350987,"Up",0.333333333333333,32.2869523350987
"134","Active","9","1","8/13/23",14:00:00,"8/16/23",17:00:00,NA,4,2,"Black",22.6517,20,22.4895,3.77777777777778,4.55555555555555,50,2,0.162200000000002,0.716061046190803,"Up",0.333333333333333,0.716061046190803
"135","Active","9","1","8/13/23",14:00:00,"8/16/23",17:00:00,NA,4,3,"Black",21.6555,20,19.9638,3.77777777777778,4.55555555555555,50,2,1.6917,7.81187227263282,"Up",0.333333333333333,7.81187227263282
"136","Active","9","1","8/13/23",14:00:00,"8/16/23",17:00:00,NA,4,4,"Black",22.5779,20,7.5743,3.77777777777778,4.55555555555555,50,2,15.0036,66.4525930223803,"Down",0.333333333333333,66.4525930223803
"137","Active","9","1","8/13/23",14:00:00,"8/16/23",17:00:00,NA,4,5,"Black",21.9679,20,9.5041,3.77777777777778,4.55555555555555,50,2,12.4638,56.7364199582118,"Down",0.333333333333333,56.7364199582118
"138","Active","9","1","8/13/23",14:00:00,"8/16/23",17:00:00,NA,4,6,"Black",25.5237,20,24.4788,3.77777777777778,4.55555555555555,50,2,1.0449,4.09384219372584,"Down",0.333333333333333,4.09384219372584
"139","Active","9","1","8/13/23",14:00:00,"8/16/23",17:00:00,NA,4,7,"Black",17.6136,20,15.4147,3.77777777777778,4.55555555555555,50,2,2.1989,12.4841031929872,"Down",0.333333333333333,12.4841031929872
"140","Active","9","1","8/13/23",14:00:00,"8/16/23",17:00:00,NA,4,8,"Black",10.374,20,5.8203,3.77777777777778,4.55555555555555,50,2,4.5537,43.8953152111047,"Down",0.333333333333333,43.8953152111047
"141","Active","9","1","8/13/23",14:00:00,"8/16/23",17:00:00,NA,4,9,"Black",11.9449,20,1.0417,3.77777777777778,4.55555555555555,50,2,10.9032,91.2791233078552,"Down",0.333333333333333,91.2791233078552
"142","Active","9","1","8/13/23",14:00:00,"8/16/23",17:00:00,NA,4,10,"Black",23.8331,20,23.2372,3.77777777777778,4.55555555555555,50,2,0.5959,2.50030419878237,"Down",0.333333333333333,2.50030419878237
"143","Active","9","1","8/13/23",14:00:00,"8/16/23",17:00:00,NA,4,11,"Black",25.6655,20,25.4102,3.77777777777778,4.55555555555555,50,2,0.255300000000002,0.994720539245298,"Down",0.333333333333333,0.994720539245298
"144","Active","9","1","8/13/23",14:00:00,"8/16/23",17:00:00,NA,4,12,"Black",23.7406,20,21.5521,3.77777777777778,4.55555555555555,50,2,2.1885,9.21838538200383,"Down",0.333333333333333,9.21838538200383
"145","Caged","1","1","7/6/23",16:40:00,"7/9/23",19:00:00,8.1,2,1,"Blue",34.219,25,32.301,5.5,3.07985257985258,0,0,1.918,5.60507320494462,"Up",0.714285714285714,5.60507320494462
"146","Caged","1","1","7/6/23",16:40:00,"7/9/23",19:00:00,8.1,2,2,"Blue",26.971,25,27.2283,5.5,3.07985257985258,0,0,-0.257300000000001,-0.953987616328652,"Up",0.714285714285714,1e-05
"147","Caged","1","1","7/6/23",16:40:00,"7/9/23",19:00:00,8.1,2,3,"Blue",21.073,25,21.1212,5.5,3.07985257985258,0,0,-0.0482000000000014,-0.22872870497794,"Up",0.714285714285714,1e-05
"148","Caged","1","1","7/6/23",16:40:00,"7/9/23",19:00:00,8.1,2,4,"Blue",22.513,25,22.5431,5.5,3.07985257985258,0,0,-0.0300999999999974,-0.133700528583473,"Up",0.714285714285714,1e-05
"149","Caged","1","1","7/6/23",16:40:00,"7/9/23",19:00:00,8.1,2,5,"Blue",27.6222,25,28.24,5.5,3.07985257985258,0,0,-0.617799999999999,-2.23660678729427,"Up",0.714285714285714,1e-05
"150","Caged","1","1","7/6/23",16:40:00,"7/9/23",19:00:00,8.1,2,6,"Blue",32.562,25,32.552,5.5,3.07985257985258,0,0,0.00999999999999801,0.0307106443093115,"Down",0.714285714285714,0.0307106443093115
"151","Caged","1","1","7/6/23",16:40:00,"7/9/23",19:00:00,8.1,2,7,"Blue",30.97,25,30.71,5.5,3.07985257985258,0,0,0.259999999999998,0.839522118178876,"Down",0.714285714285714,0.839522118178876
"152","Caged","1","1","7/6/23",16:40:00,"7/9/23",19:00:00,8.1,2,8,"Blue",25.374,25,23.0436,5.5,3.07985257985258,0,0,2.3304,9.18420430361787,"Down",0.714285714285714,9.18420430361787
"153","Caged","1","1","7/6/23",16:40:00,"7/9/23",19:00:00,8.1,2,9,"Blue",34.137,25,33.4571,5.5,3.07985257985258,0,0,0.679900000000004,1.99168058118758,"Down",0.714285714285714,1.99168058118758
"154","Caged","1","1","7/6/23",16:40:00,"7/9/23",19:00:00,8.1,2,10,"Blue",30.925,25,29.8675,5.5,3.07985257985258,0,0,1.0575,3.41956345998383,"Down",0.714285714285714,3.41956345998383
"155","Caged","1","1","7/6/23",16:40:00,"7/9/23",19:00:00,8.1,2,11,"Blue",21.253,25,20.3353,5.5,3.07985257985258,0,0,0.9177,4.31797863830989,"Down",0.714285714285714,4.31797863830989
"156","Caged","1","1","7/6/23",16:40:00,"7/9/23",19:00:00,8.1,2,12,"Blue",22.875,25,19.5989,5.5,3.07985257985258,0,0,3.2761,14.3217486338798,"Down",0.714285714285714,14.3217486338798
"157","Caged","10","1","8/17/23",NA,"8/20/23",16:00:00,NA,2,1,"Blue",18.474,NA,9.3331,5.5,3.08333333333333,0,0,9.1409,49.4798094619465,"Up",0.714285714285714,49.4798094619465
"158","Caged","10","1","8/17/23",NA,"8/20/23",16:00:00,NA,2,2,"Blue",22.2649,NA,19.4771,5.5,3.08333333333333,0,0,2.7878,12.5210533171045,"Up",0.714285714285714,12.5210533171045
"159","Caged","10","1","8/17/23",NA,"8/20/23",16:00:00,NA,2,3,"Blue",15.6652,NA,15.6489,5.5,3.08333333333333,0,0,0.0163000000000011,0.104052294257342,"Up",0.714285714285714,0.104052294257342
"160","Caged","10","1","8/17/23",NA,"8/20/23",16:00:00,NA,2,4,"Blue",32.1401,NA,14.5086,5.5,3.08333333333333,0,0,17.6315,54.8582611752919,"Up",0.714285714285714,54.8582611752919
"161","Caged","10","1","8/17/23",NA,"8/20/23",16:00:00,NA,2,5,"Blue",20.3284,NA,17.7461,5.5,3.08333333333333,0,0,2.5823,12.7029180850436,"Up",0.714285714285714,12.7029180850436
"162","Caged","10","1","8/17/23",NA,"8/20/23",16:00:00,NA,2,6,"Blue",17.2226,NA,17.7462,5.5,3.08333333333333,0,0,-0.523600000000002,-3.04019137644724,"Down",0.714285714285714,1e-05
"163","Caged","10","1","8/17/23",NA,"8/20/23",16:00:00,NA,2,7,"Blue",33.9121,NA,34.5538,5.5,3.08333333333333,0,0,-0.6417,-1.89224495091722,"Down",0.714285714285714,1e-05
"164","Caged","10","1","8/17/23",NA,"8/20/23",16:00:00,NA,2,8,"Blue",34.5359,NA,36.3353,5.5,3.08333333333333,0,0,-1.7994,-5.21023051375525,"Down",0.714285714285714,1e-05
"165","Caged","10","1","8/17/23",NA,"8/20/23",16:00:00,NA,2,9,"Blue",22.2983,NA,12.0944,5.5,3.08333333333333,0,0,10.2039,45.760887601297,"Down",0.714285714285714,45.760887601297
"166","Caged","10","1","8/17/23",NA,"8/20/23",16:00:00,NA,2,10,"Blue",14.1861,NA,14.7535,5.5,3.08333333333333,0,0,-0.567400000000001,-3.99968983723505,"Down",0.714285714285714,1e-05
"167","Caged","10","1","8/17/23",NA,"8/20/23",16:00:00,NA,2,11,"Blue",16.4176,NA,11.8329,5.5,3.08333333333333,0,0,4.5847,27.9255189552675,"Down",0.714285714285714,27.9255189552675
"168","Caged","10","1","8/17/23",NA,"8/20/23",16:00:00,NA,2,12,"Blue",14.7692,NA,15.1822,5.5,3.08333333333333,0,0,-0.413,-2.79635999241665,"Down",0.714285714285714,1e-05
"169","Caged","10","2","8/17/23",NA,"8/20/23",16:00:00,NA,3,1,"Green",21.6414,NA,10.6743,5.5,3.08333333333333,0,0,10.9671,50.6764811888325,"Up",0.714285714285714,50.6764811888325
"170","Caged","10","2","8/17/23",NA,"8/20/23",16:00:00,NA,3,2,"Green",27.8663,NA,20.8954,5.5,3.08333333333333,0,0,6.9709,25.0155205391459,"Up",0.714285714285714,25.0155205391459
"171","Caged","10","2","8/17/23",NA,"8/20/23",16:00:00,NA,3,3,"Green",16.4362,NA,16.1531,5.5,3.08333333333333,0,0,0.283100000000001,1.72241759044062,"Up",0.714285714285714,1.72241759044062
"172","Caged","10","2","8/17/23",NA,"8/20/23",16:00:00,NA,3,4,"Green",29.2031,NA,10.1594,5.5,3.08333333333333,0,0,19.0437,65.2112275751547,"Up",0.714285714285714,65.2112275751547
"173","Caged","10","2","8/17/23",NA,"8/20/23",16:00:00,NA,3,5,"Green",21.0904,NA,22.3691,5.5,3.08333333333333,0,0,-1.2787,-6.06294807116034,"Up",0.714285714285714,1e-05
"174","Caged","10","2","8/17/23",NA,"8/20/23",16:00:00,NA,3,6,"Green",25.7431,NA,26.4393,5.5,3.08333333333333,0,0,-0.696200000000001,-2.70441399831412,"Down",0.714285714285714,1e-05
"175","Caged","10","2","8/17/23",NA,"8/20/23",16:00:00,NA,3,7,"Green",13.0298,NA,13.5078,5.5,3.08333333333333,0,0,-0.478,-3.6685137147155,"Down",0.714285714285714,1e-05
"176","Caged","10","2","8/17/23",NA,"8/20/23",16:00:00,NA,3,8,"Green",10.68,NA,11.0589,5.5,3.08333333333333,0,0,-0.3789,-3.54775280898876,"Down",0.714285714285714,1e-05
"177","Caged","10","2","8/17/23",NA,"8/20/23",16:00:00,NA,3,9,"Green",17.5677,NA,17.6427,5.5,3.08333333333333,0,0,-0.0750000000000028,-0.426919858604159,"Down",0.714285714285714,1e-05
"178","Caged","10","2","8/17/23",NA,"8/20/23",16:00:00,NA,3,10,"Green",19.6547,NA,19.6153,5.5,3.08333333333333,0,0,0.039399999999997,0.200460958447582,"Down",0.714285714285714,0.200460958447582
"179","Caged","10","2","8/17/23",NA,"8/20/23",16:00:00,NA,3,11,"Green",24.2024,NA,24.5773,5.5,3.08333333333333,0,0,-0.3749,-1.54901993190758,"Down",0.714285714285714,1e-05
"180","Caged","10","2","8/17/23",NA,"8/20/23",16:00:00,NA,3,12,"Green",27.8713,NA,28.4204,5.5,3.08333333333333,0,0,-0.549099999999999,-1.97012697649553,"Down",0.714285714285714,1e-05
"181","Caged","3","1","7/14/23",16:00:00,"7/17/23",18:15:00,8.5,4,1,"Black",17.4926,20,17.8985,5.5,3.08333333333333,0,0,-0.405899999999999,-2.32040977327555,"Up",0.714285714285714,1e-05
"182","Caged","3","1","7/14/23",16:00:00,"7/17/23",18:15:00,8.5,4,2,"Black",18.5584,20,16.7595,5.5,3.08333333333333,0,0,1.7989,9.69318475730666,"Up",0.714285714285714,9.69318475730666
"183","Caged","3","1","7/14/23",16:00:00,"7/17/23",18:15:00,8.5,4,3,"Black",17.1731,20,17.5392,5.5,3.08333333333333,0,0,-0.366099999999999,-2.13182244323971,"Up",0.714285714285714,1e-05
"184","Caged","3","1","7/14/23",16:00:00,"7/17/23",18:15:00,8.5,4,4,"Black",16.1673,20,16.5121,5.5,3.08333333333333,0,0,-0.344799999999999,-2.13269995608419,"Up",0.714285714285714,1e-05
"185","Caged","3","1","7/14/23",16:00:00,"7/17/23",18:15:00,8.5,4,5,"Black",18.4747,20,9.5887,5.5,3.08333333333333,0,0,8.886,48.0982099844652,"Up",0.714285714285714,48.0982099844652
"186","Caged","3","1","7/14/23",16:00:00,"7/17/23",18:15:00,8.5,4,6,"Black",19.8698,20,13.5386,5.5,3.08333333333333,0,0,6.3312,31.8634309353894,"Down",0.714285714285714,31.8634309353894
"187","Caged","3","1","7/14/23",16:00:00,"7/17/23",18:15:00,8.5,4,7,"Black",18.6321,20,17.6649,5.5,3.08333333333333,0,0,0.967200000000002,5.19104126748999,"Down",0.714285714285714,5.19104126748999
"188","Caged","3","1","7/14/23",16:00:00,"7/17/23",18:15:00,8.5,4,8,"Black",14.2422,20,14.2809,5.5,3.08333333333333,0,0,-0.0387000000000004,-0.271727682520962,"Down",0.714285714285714,1e-05
"189","Caged","3","1","7/14/23",16:00:00,"7/17/23",18:15:00,8.5,4,9,"Black",15.4354,20,14.7982,5.5,3.08333333333333,0,0,0.6372,4.12817290125296,"Down",0.714285714285714,4.12817290125296
"190","Caged","3","1","7/14/23",16:00:00,"7/17/23",18:15:00,8.5,4,10,"Black",26.6086,20,26.6503,5.5,3.08333333333333,0,0,-0.0417000000000023,-0.156716249633586,"Down",0.714285714285714,1e-05
"191","Caged","3","1","7/14/23",16:00:00,"7/17/23",18:15:00,8.5,4,11,"Black",14.5379,20,12.5853,5.5,3.08333333333333,0,0,1.9526,13.4311007779666,"Down",0.714285714285714,13.4311007779666
"192","Caged","3","1","7/14/23",16:00:00,"7/17/23",18:15:00,8.5,4,12,"Black",16.7855,20,5.279,5.5,3.08333333333333,0,0,11.5065,68.5502368115338,"Down",0.714285714285714,68.5502368115338
"193","Caged","4","1","7/18/23",16:00:00,"7/21/23",18:00:00,11.2,1,1,"Red",26.0229,20,26.5669,5.5,3.08333333333333,0,0,-0.544,-2.09046647375965,"Up",0.714285714285714,1e-05
"194","Caged","4","1","7/18/23",16:00:00,"7/21/23",18:00:00,11.2,1,2,"Red",24.2942,20,20.5064,5.5,3.08333333333333,0,0,3.7878,15.5913757193075,"Up",0.714285714285714,15.5913757193075
"195","Caged","4","1","7/18/23",16:00:00,"7/21/23",18:00:00,11.2,1,3,"Red",25.4819,20,18.9093,5.5,3.08333333333333,0,0,6.5726,25.7932100824507,"Up",0.714285714285714,25.7932100824507
"196","Caged","4","1","7/18/23",16:00:00,"7/21/23",18:00:00,11.2,1,4,"Red",23.8624,20,13.5554,5.5,3.08333333333333,0,0,10.307,43.1934759286576,"Up",0.714285714285714,43.1934759286576
"197","Caged","4","1","7/18/23",16:00:00,"7/21/23",18:00:00,11.2,1,5,"Red",25.2988,20,22.1263,5.5,3.08333333333333,0,0,3.1725,12.5401204800228,"Up",0.714285714285714,12.5401204800228
"198","Caged","4","1","7/18/23",16:00:00,"7/21/23",18:00:00,11.2,1,6,"Red",21.7945,20,17.5442,5.5,3.08333333333333,0,0,4.2503,19.5017091468031,"Down",0.714285714285714,19.5017091468031
"199","Caged","4","1","7/18/23",16:00:00,"7/21/23",18:00:00,11.2,1,7,"Red",25.106,20,16.6138,5.5,3.08333333333333,0,0,8.4922,33.8253803871584,"Down",0.714285714285714,33.8253803871584
"200","Caged","4","1","7/18/23",16:00:00,"7/21/23",18:00:00,11.2,1,8,"Red",22.975,20,23.1986,5.5,3.08333333333333,0,0,-0.223599999999998,-0.973231773667019,"Down",0.714285714285714,1e-05
"201","Caged","4","1","7/18/23",16:00:00,"7/21/23",18:00:00,11.2,1,9,"Red",23.3224,20,21.4251,5.5,3.08333333333333,0,0,1.8973,8.13509758858436,"Down",0.714285714285714,8.13509758858436
"202","Caged","4","1","7/18/23",16:00:00,"7/21/23",18:00:00,11.2,1,10,"Red",19.8743,20,0,5.5,3.08333333333333,0,0,19.8743,100,"Down",0.714285714285714,100
"203","Caged","4","1","7/18/23",16:00:00,"7/21/23",18:00:00,11.2,1,11,"Red",22.6889,20,14.0498,5.5,3.08333333333333,0,0,8.6391,38.0763280723173,"Down",0.714285714285714,38.0763280723173
"204","Caged","4","1","7/18/23",16:00:00,"7/21/23",18:00:00,11.2,1,12,"Red",22.0294,20,13.866,5.5,3.08333333333333,0,0,8.1634,37.0568422199424,"Down",0.714285714285714,37.0568422199424
"205","Caged","5","1","7/22/23",12:00:00,"7/25/23",18:00:00,12.5,3,1,"Green",22.8467,20,11.2972,5.5,3.08333333333333,0,0,11.5495,50.5521585174226,"Up",0.714285714285714,50.5521585174226
"206","Caged","5","1","7/22/23",12:00:00,"7/25/23",18:00:00,12.5,3,2,"Green",22.6179,20,10.6505,5.5,3.08333333333333,0,0,11.9674,52.9111898098409,"Up",0.714285714285714,52.9111898098409
"207","Caged","5","1","7/22/23",12:00:00,"7/25/23",18:00:00,12.5,3,3,"Green",21.2882,20,18.7707,5.5,3.08333333333333,0,0,2.5175,11.8258002085662,"Up",0.714285714285714,11.8258002085662
"208","Caged","5","1","7/22/23",12:00:00,"7/25/23",18:00:00,12.5,3,4,"Green",17.9022,20,2.1547,5.5,3.08333333333333,0,0,15.7475,87.9640491112824,"Up",0.714285714285714,87.9640491112824
